"","order.date","order.id","order.line","quantity","price","price.ext","customer.id","bikeshop.name","bikeshop.city","bikeshop.state","latitude","longitude","product.id","model","category.primary","category.secondary","frame"
"1587",2011-07-19,206,2,1,2130,2130,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,75,"Fat CAAD2","Mountain","Fat Bike","Aluminum"
"1588",2011-07-19,206,3,8,1840,14720,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,10,"Supersix Evo Tiagra","Road","Elite Road","Carbon"
"1589",2011-07-19,206,4,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"1590",2011-07-19,206,5,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,54,"Trigger Carbon 4","Mountain","Over Mountain","Carbon"
"1591",2011-07-19,206,6,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"1592",2011-07-19,206,7,1,7460,7460,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,57,"Scalpel-Si Hi-Mod 1","Mountain","Cross Country Race","Carbon"
"1593",2011-07-19,206,8,8,5970,47760,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,52,"Trigger Carbon 2","Mountain","Over Mountain","Carbon"
"1594",2011-07-19,206,9,27,1350,36450,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,90,"Trail 2","Mountain","Sport","Aluminum"
"1595",2011-07-19,206,10,1,2130,2130,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"1596",2011-07-19,206,11,1,2340,2340,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,87,"Habit 5","Mountain","Trail","Aluminum"
"1597",2011-07-19,206,12,8,4260,34080,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,64,"Scalpel 29 Carbon 3","Mountain","Cross Country Race","Carbon"
"1598",2011-07-19,206,13,1,3840,3840,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,49,"Jekyll Carbon 3","Mountain","Over Mountain","Carbon"
"1599",2011-07-19,206,14,8,2660,21280,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,14,"CAAD Disc Ultegra","Road","Elite Road","Aluminum"
"1600",2011-07-19,206,15,1,12250,12250,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,81,"Habit Hi-Mod Black Inc.","Mountain","Trail","Carbon"
"1601",2011-07-19,206,16,1,2060,2060,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,72,"F-Si 2","Mountain","Cross Country Race","Aluminum"
"1602",2011-07-19,206,17,1,2340,2340,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"1603",2011-07-19,206,18,27,1410,38070,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,18,"CAAD8 105","Road","Elite Road","Aluminum"
"1604",2011-07-19,206,19,1,6070,6070,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,48,"Jekyll Carbon 2","Mountain","Over Mountain","Carbon"
"1605",2011-07-20,207,1,1,5860,5860,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,24,"Synapse Hi-Mod Dura Ace","Road","Endurance Road","Carbon"
"1606",2011-07-20,207,2,1,9060,9060,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,67,"F-Si Hi-Mod Team","Mountain","Cross Country Race","Carbon"
"1607",2011-07-20,207,3,1,1680,1680,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,17,"CAAD12 105","Road","Elite Road","Aluminum"
"1608",2011-07-20,207,4,27,3200,86400,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,7,"Supersix Evo Ultegra 3","Road","Elite Road","Carbon"
"1609",2011-07-20,207,5,1,9590,9590,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,22,"Synapse Hi-Mod Disc Black Inc.","Road","Endurance Road","Carbon"
"1610",2011-07-20,207,6,1,5330,5330,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,25,"Synapse Hi-Mod Disc Ultegra","Road","Endurance Road","Carbon"
"1611",2011-07-20,207,7,1,3940,3940,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,6,"Supersix Evo Red","Road","Elite Road","Carbon"
"1612",2011-07-20,207,8,1,5330,5330,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,4,"Supersix Evo Hi-Mod Dura Ace 2","Road","Elite Road","Carbon"
"1613",2011-07-20,207,9,1,2240,2240,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,15,"CAAD12 Ultegra","Road","Elite Road","Aluminum"
"1614",2011-07-20,207,10,1,2700,2700,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,41,"Slice Ultegra","Road","Triathalon","Carbon"
"1615",2011-07-20,207,11,1,3200,3200,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"1616",2011-07-20,207,12,1,1750,1750,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,46,"SuperX Rival CX1","Road","Cyclocross","Carbon"
"1617",2011-07-20,207,13,1,3200,3200,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,40,"Slice Ultegra D12","Road","Triathalon","Carbon"
"1618",2011-07-20,207,14,1,4500,4500,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,39,"Slice Hi-Mod Dura Ace D12","Road","Triathalon","Carbon"
"1619",2011-07-20,208,1,1,12250,12250,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,81,"Habit Hi-Mod Black Inc.","Mountain","Trail","Carbon"
"1620",2011-07-20,208,2,1,7460,7460,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,57,"Scalpel-Si Hi-Mod 1","Mountain","Cross Country Race","Carbon"
"1621",2011-07-20,208,3,1,1840,1840,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,32,"Syapse Carbon Tiagra","Road","Endurance Road","Carbon"
"1622",2011-07-20,208,4,8,2240,17920,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,9,"Supersix Evo 105","Road","Elite Road","Carbon"
"1623",2011-07-20,208,5,8,6070,48560,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,48,"Jekyll Carbon 2","Mountain","Over Mountain","Carbon"
"1624",2011-07-20,208,6,1,5330,5330,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,83,"Habit Carbon 2","Mountain","Trail","Carbon"
"1625",2011-07-21,209,1,1,6390,6390,11,"New York Cycles","New York","NY",40.712784,-74.005941,68,"F-Si Hi-Mod 1","Mountain","Cross Country Race","Carbon"
"1626",2011-07-22,210,1,8,1030,8240,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,20,"CAAD8 Sora","Road","Elite Road","Aluminum"
"1627",2011-07-22,210,2,1,1950,1950,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,88,"Habit 6","Mountain","Trail","Aluminum"
"1628",2011-07-22,210,3,1,2130,2130,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,77,"Beast of the East 2","Mountain","Trail","Aluminum"
"1629",2011-07-22,211,1,1,4260,4260,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,64,"Scalpel 29 Carbon 3","Mountain","Cross Country Race","Carbon"
"1630",2011-07-22,211,2,1,10660,10660,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,2,"Supersix Evo Hi-Mod Team","Road","Elite Road","Carbon"
"1631",2011-07-25,212,1,1,12790,12790,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,1,"Supersix Evo Black Inc.","Road","Elite Road","Carbon"
"1632",2011-07-25,212,2,8,3730,29840,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,85,"Habit Carbon 3","Mountain","Trail","Carbon"
"1633",2011-07-25,212,3,1,12790,12790,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,55,"Scalpel-Si Black Inc.","Mountain","Cross Country Race","Carbon"
"1634",2011-07-25,212,4,1,10660,10660,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,2,"Supersix Evo Hi-Mod Team","Road","Elite Road","Carbon"
"1635",2011-07-25,212,5,1,3200,3200,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"1636",2011-07-25,212,6,27,3200,86400,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,7,"Supersix Evo Ultegra 3","Road","Elite Road","Carbon"
"1637",2011-07-25,212,7,1,7990,7990,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,47,"Jekyll Carbon 1","Mountain","Over Mountain","Carbon"
"1638",2011-07-25,212,8,1,6390,6390,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,68,"F-Si Hi-Mod 1","Mountain","Cross Country Race","Carbon"
"1639",2011-07-25,212,9,1,5860,5860,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,24,"Synapse Hi-Mod Dura Ace","Road","Endurance Road","Carbon"
"1640",2011-07-25,212,10,1,2660,2660,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,29,"Synapse Carbon Ultegra 4","Road","Endurance Road","Carbon"
"1641",2011-07-25,212,11,1,1410,1410,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,18,"CAAD8 105","Road","Elite Road","Aluminum"
"1642",2011-07-27,213,1,1,2660,2660,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,14,"CAAD Disc Ultegra","Road","Elite Road","Aluminum"
"1643",2011-07-28,214,1,27,2130,57510,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"1644",2011-07-28,214,2,1,2060,2060,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,72,"F-Si 2","Mountain","Cross Country Race","Aluminum"
"1645",2011-08-01,215,1,8,12250,98000,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,81,"Habit Hi-Mod Black Inc.","Mountain","Trail","Carbon"
"1646",2011-08-01,215,2,1,2130,2130,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,77,"Beast of the East 2","Mountain","Trail","Aluminum"
"1647",2011-08-01,216,1,1,7000,7000,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,38,"Slice Hi-Mod Black Inc.","Road","Triathalon","Carbon"
"1648",2011-08-01,216,2,1,2660,2660,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,29,"Synapse Carbon Ultegra 4","Road","Endurance Road","Carbon"
"1649",2011-08-01,216,3,1,5860,5860,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,24,"Synapse Hi-Mod Dura Ace","Road","Endurance Road","Carbon"
"1650",2011-08-01,216,4,1,3500,3500,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,43,"SuperX Hi-Mod CX1","Road","Cyclocross","Carbon"
"1651",2011-08-01,216,5,1,1950,1950,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"1652",2011-08-01,216,6,1,1250,1250,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,35,"Synapse Disc Tiagra","Road","Endurance Road","Aluminum"
"1653",2011-08-01,216,7,8,2700,21600,4,"Detroit Cycles","Detroit","MI",42.331427,-83.045754,41,"Slice Ultegra","Road","Triathalon","Carbon"
"1654",2011-08-01,217,1,1,1950,1950,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"1655",2011-08-01,217,2,1,2340,2340,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"1656",2011-08-01,217,3,1,1950,1950,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,42,"Slice 105","Road","Triathalon","Carbon"
"1657",2011-08-01,217,4,1,3840,3840,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,49,"Jekyll Carbon 3","Mountain","Over Mountain","Carbon"
"1658",2011-08-01,217,5,8,3200,25600,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,65,"Scalpel 29 4","Mountain","Cross Country Race","Aluminum"
"1659",2011-08-01,217,6,1,3200,3200,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,50,"Jekyll Carbon 4","Mountain","Over Mountain","Carbon"
"1660",2011-08-01,217,7,1,2880,2880,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,70,"F-Si Carbon 4","Mountain","Cross Country Race","Carbon"
"1661",2011-08-01,217,8,1,5970,5970,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,52,"Trigger Carbon 2","Mountain","Over Mountain","Carbon"
"1662",2011-08-01,217,9,1,3200,3200,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,28,"Synapse Carbon Ultegra 3","Road","Endurance Road","Carbon"
"1663",2011-08-01,217,10,1,1620,1620,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,78,"Beast of the East 3","Mountain","Trail","Aluminum"
"1664",2011-08-01,217,11,1,1080,1080,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,91,"Trail 3","Mountain","Sport","Aluminum"
"1665",2011-08-01,217,12,8,5330,42640,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,4,"Supersix Evo Hi-Mod Dura Ace 2","Road","Elite Road","Carbon"
"1666",2011-08-01,217,13,1,1750,1750,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,46,"SuperX Rival CX1","Road","Cyclocross","Carbon"
"1667",2011-08-01,217,14,1,1840,1840,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,32,"Syapse Carbon Tiagra","Road","Endurance Road","Carbon"
"1668",2011-08-01,217,15,1,870,870,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,37,"Synapse Claris","Road","Endurance Road","Aluminum"
"1669",2011-08-01,217,16,1,2130,2130,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"1670",2011-08-01,217,17,1,2880,2880,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,86,"Habit 4","Mountain","Trail","Aluminum"
"1671",2011-08-01,217,18,1,3200,3200,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,7,"Supersix Evo Ultegra 3","Road","Elite Road","Carbon"
"1672",2011-08-01,217,19,1,2660,2660,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,30,"Synapse Carbon Disc 105","Road","Endurance Road","Carbon"
"1673",2011-08-01,217,20,8,3200,25600,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,54,"Trigger Carbon 4","Mountain","Over Mountain","Carbon"
"1674",2011-08-04,218,1,1,9590,9590,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,22,"Synapse Hi-Mod Disc Black Inc.","Road","Endurance Road","Carbon"
"1675",2011-08-04,218,2,1,6070,6070,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,48,"Jekyll Carbon 2","Mountain","Over Mountain","Carbon"
"1676",2011-08-04,218,3,1,1620,1620,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,78,"Beast of the East 3","Mountain","Trail","Aluminum"
"1677",2011-08-04,218,4,1,3200,3200,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,54,"Trigger Carbon 4","Mountain","Over Mountain","Carbon"
"1678",2011-08-04,218,5,1,2660,2660,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,30,"Synapse Carbon Disc 105","Road","Endurance Road","Carbon"
"1679",2011-08-04,218,6,1,1950,1950,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,88,"Habit 6","Mountain","Trail","Aluminum"
"1680",2011-08-04,218,7,1,7990,7990,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,47,"Jekyll Carbon 1","Mountain","Over Mountain","Carbon"
"1681",2011-08-04,218,8,8,585,4680,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,95,"Catalyst 2","Mountain","Sport","Aluminum"
"1682",2011-08-04,218,9,1,1520,1520,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,89,"Trail 1","Mountain","Sport","Aluminum"
"1683",2011-08-04,218,10,64,2770,177280,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,76,"Beast of the East 1","Mountain","Trail","Aluminum"
"1684",2011-08-04,218,11,1,2130,2130,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"1685",2011-08-04,219,1,8,2660,21280,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,30,"Synapse Carbon Disc 105","Road","Endurance Road","Carbon"
"1686",2011-08-04,219,2,1,3200,3200,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,28,"Synapse Carbon Ultegra 3","Road","Endurance Road","Carbon"
"1687",2011-08-04,219,3,1,1570,1570,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,34,"Synapse Disc 105","Road","Endurance Road","Aluminum"
"1688",2011-08-08,220,1,8,2880,23040,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,86,"Habit 4","Mountain","Trail","Aluminum"
"1689",2011-08-09,221,1,1,5330,5330,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,63,"Scalpel 29 Carbon 2","Mountain","Cross Country Race","Carbon"
"1690",2011-08-09,221,2,8,1520,12160,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,89,"Trail 1","Mountain","Sport","Aluminum"
"1691",2011-08-09,221,3,8,7460,59680,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,82,"Habit Carbon 1","Mountain","Trail","Carbon"
"1692",2011-08-09,221,4,27,7990,215730,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,47,"Jekyll Carbon 1","Mountain","Over Mountain","Carbon"
"1693",2011-08-09,221,5,8,3200,25600,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,50,"Jekyll Carbon 4","Mountain","Over Mountain","Carbon"
"1694",2011-08-11,222,1,1,2060,2060,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,72,"F-Si 2","Mountain","Cross Country Race","Aluminum"
"1695",2011-08-11,222,2,1,1960,1960,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,45,"SuperX 105","Road","Cyclocross","Carbon"
"1696",2011-08-11,222,3,1,3200,3200,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,7,"Supersix Evo Ultegra 3","Road","Elite Road","Carbon"
"1697",2011-08-11,223,1,8,1350,10800,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,90,"Trail 2","Mountain","Sport","Aluminum"
"1698",2011-08-11,223,2,1,2660,2660,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,8,"Supersix Evo Ultegra 4","Road","Elite Road","Carbon"
"1699",2011-08-11,223,3,1,2660,2660,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,30,"Synapse Carbon Disc 105","Road","Endurance Road","Carbon"
"1700",2011-08-11,223,4,1,1030,1030,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,20,"CAAD8 Sora","Road","Elite Road","Aluminum"
"1701",2011-08-11,223,5,1,815,815,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,21,"CAAD8 Claris","Road","Elite Road","Aluminum"
"1702",2011-08-11,223,6,1,2770,2770,26,"Miami Race Equipment","Miami","FL",25.76168,-80.19179,76,"Beast of the East 1","Mountain","Trail","Aluminum"
"1703",2011-08-12,224,1,64,3200,204800,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"1704",2011-08-12,224,2,1,3730,3730,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,27,"Synapse Carbon Disc Ultegra","Road","Endurance Road","Carbon"
"1705",2011-08-12,224,3,1,1250,1250,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,19,"CAAD8 Tiagra","Road","Elite Road","Aluminum"
"1706",2011-08-12,224,4,1,2340,2340,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"1707",2011-08-12,224,5,1,4260,4260,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,5,"Supersix Evo Hi-Mod Utegra","Road","Elite Road","Carbon"
"1708",2011-08-12,224,6,1,2130,2130,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"1709",2011-08-12,224,7,1,3200,3200,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,40,"Slice Ultegra D12","Road","Triathalon","Carbon"
"1710",2011-08-12,224,8,1,1840,1840,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,32,"Syapse Carbon Tiagra","Road","Endurance Road","Carbon"
"1711",2011-08-12,224,9,1,815,815,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,21,"CAAD8 Claris","Road","Elite Road","Aluminum"
"1712",2011-08-12,224,10,1,2130,2130,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,75,"Fat CAAD2","Mountain","Fat Bike","Aluminum"
"1713",2011-08-12,224,11,27,2700,72900,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,41,"Slice Ultegra","Road","Triathalon","Carbon"
"1714",2011-08-12,224,12,1,2660,2660,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,8,"Supersix Evo Ultegra 4","Road","Elite Road","Carbon"
"1715",2011-08-12,224,13,1,1030,1030,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,20,"CAAD8 Sora","Road","Elite Road","Aluminum"
"1716",2011-08-12,224,14,1,4500,4500,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,39,"Slice Hi-Mod Dura Ace D12","Road","Triathalon","Carbon"
"1717",2011-08-12,224,15,27,1950,52650,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,42,"Slice 105","Road","Triathalon","Carbon"
"1718",2011-08-12,224,16,1,4260,4260,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,12,"CAAD12 Disc Dura Ace","Road","Elite Road","Aluminum"
"1719",2011-08-12,224,17,1,870,870,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,37,"Synapse Claris","Road","Endurance Road","Aluminum"
"1720",2011-08-12,224,18,1,1840,1840,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,10,"Supersix Evo Tiagra","Road","Elite Road","Carbon"
"1721",2011-08-12,224,19,8,3200,25600,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,28,"Synapse Carbon Ultegra 3","Road","Endurance Road","Carbon"
"1722",2011-08-12,224,20,1,2240,2240,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,31,"Synapse Carbon 105","Road","Endurance Road","Carbon"
"1723",2011-08-12,224,21,125,1030,128750,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,36,"Synapse Sora","Road","Endurance Road","Aluminum"
"1724",2011-08-12,224,22,1,1950,1950,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"1725",2011-08-12,224,23,1,10660,10660,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,2,"Supersix Evo Hi-Mod Team","Road","Elite Road","Carbon"
"1726",2011-08-12,224,24,1,2660,2660,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,14,"CAAD Disc Ultegra","Road","Elite Road","Aluminum"
"1727",2011-08-12,224,25,1,2770,2770,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,76,"Beast of the East 1","Mountain","Trail","Aluminum"
"1728",2011-08-16,225,1,1,1840,1840,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,32,"Syapse Carbon Tiagra","Road","Endurance Road","Carbon"
"1729",2011-08-16,225,2,1,1250,1250,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,35,"Synapse Disc Tiagra","Road","Endurance Road","Aluminum"
"1730",2011-08-16,226,1,1,3200,3200,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"1731",2011-08-16,226,2,8,2060,16480,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,72,"F-Si 2","Mountain","Cross Country Race","Aluminum"
"1732",2011-08-16,226,3,27,3200,86400,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"1733",2011-08-16,226,4,27,2700,72900,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,41,"Slice Ultegra","Road","Triathalon","Carbon"
"1734",2011-08-16,226,5,1,980,980,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,92,"Trail 4","Mountain","Sport","Aluminum"
"1735",2011-08-16,226,6,1,7990,7990,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,47,"Jekyll Carbon 1","Mountain","Over Mountain","Carbon"
"1736",2011-08-16,226,7,1,9060,9060,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,67,"F-Si Hi-Mod Team","Mountain","Cross Country Race","Carbon"
"1737",2011-08-16,226,8,1,1950,1950,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"1738",2011-08-17,227,1,27,4260,115020,1,"Pittsburgh Mountain Machines","Pittsburgh","PA",40.440625,-79.995886,12,"CAAD12 Disc Dura Ace","Road","Elite Road","Aluminum"
"1739",2011-08-19,228,1,8,585,4680,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,95,"Catalyst 2","Mountain","Sport","Aluminum"
"1740",2011-08-22,229,1,1,9060,9060,11,"New York Cycles","New York","NY",40.712784,-74.005941,56,"Scalpel-Si Race","Mountain","Cross Country Race","Carbon"
"1741",2011-08-22,229,2,1,815,815,11,"New York Cycles","New York","NY",40.712784,-74.005941,21,"CAAD8 Claris","Road","Elite Road","Aluminum"
"1742",2011-08-23,230,1,27,12790,345330,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,1,"Supersix Evo Black Inc.","Road","Elite Road","Carbon"
"1743",2011-08-23,230,2,1,7460,7460,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,23,"Synapse Hi-Mod Disc Red","Road","Endurance Road","Carbon"
